filename,spanning_pct,rows_count,column_count,total_cells,aspect_ratio,width_added,height_added,is_complex,area_added
000003408819000010_xom10k2018-t108,0.06666666666666667,5,3,14,5.299163179916318,0,394,1,-1996004
000002134416000050_a2015123110-k-t274,0.16666666666666666,4,9,30,6.630890052356021,0,442,1,-2239172
000007085816000166_bac-331201610xq-t27,0.42857142857142855,7,7,28,4.382352941176471,0,344,1,-1742704
000002134416000050_a2015123110-k-t129,0.26666666666666666,9,10,66,3.582743988684583,0,279,1,-1415947
000007085816000166_bac-331201610xq-t82,0.34545454545454546,11,5,36,3.0118906064209274,0,212,1,-1076525
000003799620000010_f1231201910-k-t150,0.25925925925925924,9,3,20,3.582743988684583,0,279,1,-1415947
000007085816000166_bac-331201610xq-t453,0.44755244755244755,13,11,79,2.3672897196261684,0,98,1,-496468
000003799620000010_f1231201910-k-t46,0.30303030303030304,18,11,138,1.8776871756856932,1266,592,1,-9415161
000003799620000010_f1231201910-k-t346,0.4,5,7,21,5.692134831460674,0,410,1,-2079593
000007085816000166_bac-331201610xq-t91,0.3055555555555556,36,5,125,1.0205479452054795,1266,25,1,-6545272
000003799615000064_f0930201510-q-t76,0.4017094017094017,9,13,70,3.582743988684583,0,279,1,-1415947
000003799620000010_f1231201910-k-t134,0.3673469387755102,7,7,31,4.382352941176471,0,344,1,-1742704
000003799615000064_f0930201510-q-t38,0.2857142857142857,7,5,25,4.0334394904458595,0,319,1,-1616054
000003799620000010_f1231201910-k-t92,0.2857142857142857,4,7,20,6.630890052356021,0,442,1,-2239172
000003799620000010_f1231201910-k-t308,0.30256410256410254,39,10,272,0.9458551157580284,1411,0,1,-7559994
000002134416000050_a2015123110-k-t311,0.38095238095238093,18,7,78,1.930715935334873,1254,604,1,-9322236
000003799620000010_f1231201910-k-t361,0.47692307692307695,10,13,68,1.988226059654631,1266,629,1,-9605136
000003799620000010_f1231201910-k-t41,0.0,10,4,40,3.272609819121447,0,246,0,-1246236
000007085816000166_bac-331201610xq-t565,0.2625,16,5,59,2.164957264957265,0,48,1,-243168
000003799620000010_f1231201910-k-t349,0.22377622377622378,11,13,111,2.691817215727949,0,162,1,-823225
000009341016000049_cvx-123115x10kdoc-t40,0.14285714285714285,3,7,18,8.015822784810126,0,475,1,-2406350
000002134416000050_a2015123110-k-t235,0.2777777777777778,6,3,13,4.956947162426615,0,377,1,-1912415
000007085816000166_bac-331201610xq-t633,0.41975308641975306,27,9,141,1.2113821138211383,1266,221,1,-7535675
000003799620000010_f1231201910-k-t296,0.34285714285714286,10,7,46,3.272609819121447,0,246,1,-1246236
000003799620000010_f1231201910-k-t30,0.06666666666666667,6,5,28,4.956947162426615,0,377,1,-1912415
000002134416000050_a2015123110-k-t82,0.14285714285714285,7,5,30,4.382352941176471,0,344,1,-1742704
000009341016000049_cvx-123115x10kdoc-t127,0.13333333333333333,3,5,13,8.015822784810126,0,475,1,-2406350
000007085816000166_bac-331201610xq-t387,0.3142857142857143,7,5,24,4.382352941176471,0,344,1,-1742704
000007085816000166_bac-331201610xq-t219,0.3791208791208791,26,7,113,1.3165280665280665,1266,304,1,-7958686
000003799620000010_f1231201910-k-t144,0.3181818181818182,11,9,75,3.0118906064209274,0,212,1,-1076525
000003799620000010_f1231201910-k-t268,0.0,12,3,36,1.8002842928216063,1266,563,0,-9268247
000003799620000010_f1231201910-k-t328,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000003799620000010_f1231201910-k-t68,0.3673469387755102,7,7,31,4.382352941176471,0,344,1,-1742704
000002134416000050_a2015123110-k-t315,0.38345864661654133,19,7,82,1.83601756954612,1254,571,1,-9154200
000006480316000074_cvs-20151231x10k-t4,0.024691358024691357,27,3,79,1.3395029085140138,1266,321,1,-8042275
000003799615000064_f0930201510-q-t185,0.0,13,3,39,2.611340206185567,0,148,0,-749768
000007085816000166_bac-331201610xq-t664,0.027777777777777776,18,2,35,1.2067651262505956,1266,217,1,-7515411
000009341016000049_cvx-123115x10kdoc-t166,0.38271604938271603,27,21,350,0.9241152863918278,1474,0,1,-8083209
000007085816000166_bac-331201610xq-t352,0.4,15,7,63,2.2964641885766093,0,81,1,-412879
000002134416000050_a2015123110-k-t195,0.37362637362637363,7,13,57,3.879019908116386,0,306,1,-1552729
000009341016000049_cvx-123115x10kdoc-t138,0.2698412698412698,9,7,46,3.582743988684583,0,279,1,-1415947
000003799620000010_f1231201910-k-t61,0.25,8,3,18,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t395,0.3794642857142857,32,21,417,0.8749568221070811,1628,0,1,-9429015
000007085816000166_bac-331201610xq-t559,0.23333333333333334,8,15,92,2.5457286432160804,0,135,1,-686443
000002134416000050_a2015123110-k-t272,0.3111111111111111,5,9,31,5.692134831460674,0,410,1,-2079593
000006480319000013_cvs-2018231x10k-t5,0.22857142857142856,5,7,27,5.683146067415731,0,409,1,-2071251
000007085816000166_bac-331201610xq-t535,0.375,8,5,25,3.6446043165467628,0,285,1,-1446343
000003799620000010_f1231201910-k-t222,0.441025641025641,15,13,109,2.2964641885766093,0,81,1,-412879
000003799620000010_f1231201910-k-t31,0.21428571428571427,8,7,44,3.9271317829457364,0,310,1,-1572993
000003799620000010_f1231201910-k-t152,0.29464285714285715,16,7,79,2.164957264957265,0,48,1,-243168
000009341016000049_cvx-123115x10kdoc-t147,0.44321329639889195,19,19,201,1.8543191800878478,1266,583,1,-9372100
000009341016000049_cvx-123115x10kdoc-t25,0.0,8,2,16,3.9271317829457364,0,310,0,-1572993
000003799620000010_f1231201910-k-t135,0.25,8,3,18,3.9271317829457364,0,310,1,-1572993
000002134416000050_a2015123110-k-t171,0.32142857142857145,4,7,19,6.630890052356021,0,442,1,-2239172
000007085816000166_bac-331201610xq-t269,0.2857142857142857,7,5,25,4.0334394904458595,0,319,1,-1616054
000003799620000010_f1231201910-k-t89,0.3181818181818182,11,9,75,3.0118906064209274,0,212,1,-1076525
000003799620000010_f1231201910-k-t271,0.0,21,3,63,0.9761078998073218,1328,0,0,-6894915
000002134416000050_a2015123110-k-t110,0.0,9,7,63,3.582743988684583,0,279,0,-1415947
000003799620000010_f1231201910-k-t210,0.21428571428571427,14,10,110,2.444980694980695,0,115,1,-582590
000007085816000166_bac-331201610xq-t543,0.4015151515151515,12,11,79,2.3964049195837274,0,104,1,-529397
000003799620000010_f1231201910-k-t352,0.42857142857142855,9,7,36,3.582743988684583,0,279,1,-1415947
000003799615000064_f0930201510-q-t133,0.35,16,5,52,2.164957264957265,0,48,1,-243168
000007085816000166_bac-331201610xq-t154,0.37362637362637363,14,13,114,2.444980694980695,0,115,1,-582590
000007085816000166_bac-331201610xq-t328,0.0,26,2,52,1.3196271929824561,1203,291,0,-7196930
000003799615000064_f0930201510-q-t53,0.36666666666666664,20,9,114,1.768854748603352,1266,550,1,-9204922
000003799615000064_f0930201510-q-t42,0.452991452991453,18,13,128,1.9499615088529638,1266,617,1,-9541811
000009341016000049_cvx-123115x10kdoc-t116,0.30612244897959184,7,7,34,4.382352941176471,0,344,1,-1742704
000006480316000074_cvs-20151231x10k-t33,0.16,5,5,21,4.071910112359551,0,230,1,-835332
000003799620000010_f1231201910-k-t312,0.4307692307692308,20,13,148,1.768854748603352,1266,550,1,-9204922
000003799620000010_f1231201910-k-t315,0.25263157894736843,19,5,71,1.8543191800878478,1266,583,1,-9372100
000009341016000049_cvx-123115x10kdoc-t122,0.4065934065934066,7,13,54,4.382352941176471,0,344,1,-1742704
000003799620000010_f1231201910-k-t65,0.3673469387755102,7,7,31,4.382352941176471,0,344,1,-1742704
000009341016000049_cvx-123115x10kdoc-t12,0.16483516483516483,13,7,76,2.3672897196261684,0,98,1,-496468
000009341016000049_cvx-123115x10kdoc-t111,0.35,12,5,39,2.792723263506064,0,179,1,-909347
000003799620000010_f1231201910-k-t220,0.35555555555555557,10,9,58,3.272609819121447,0,246,1,-1246236
000003799620000010_f1231201910-k-t392,0.2222222222222222,6,3,14,4.956947162426615,0,377,1,-1912415
000003799620000010_f1231201910-k-t95,0.25925925925925924,9,3,20,3.582743988684583,0,279,1,-1415947
000002134416000050_a2015123110-k-t350,0.25882352941176473,17,10,126,2.0560064935064934,0,17,1,-86122
000003408819000010_xom10k2018-t65,0.02,25,4,98,1.322025052192067,1266,308,1,-7978950
000007085816000166_bac-331201610xq-t75,0.35714285714285715,32,21,432,1.025506072874494,1266,31,1,-6575668
000002134416000050_a2015123110-k-t145,0.24444444444444444,27,10,204,1.3395029085140138,1266,321,1,-8042275
000003799615000064_f0930201510-q-t182,0.1,5,6,27,2.902958579881657,0,190,1,-934593
000007085816000166_bac-331201610xq-t210,0.4214876033057851,11,11,70,2.4332372718539865,0,112,1,-569925
000009341016000049_cvx-123115x10kdoc-t155,0.019417475728155338,31,10,303,1.1764979098931723,1266,190,1,-7378629
000002134416000050_a2015123110-k-t178,0.2719298245614035,19,6,83,1.7888418079096045,1266,558,1,-9245450
000009341016000049_cvx-123115x10kdoc-t139,0.3181818181818182,30,11,225,1.2142857142857142,1266,223,1,-7548340
000007085816000166_bac-331201610xq-t385,0.3111111111111111,9,5,31,3.346103038309115,0,254,1,-1289297
000007085816000166_bac-331201610xq-t391,0.375,8,5,25,3.9271317829457364,0,310,1,-1572993
000002134416000050_a2015123110-k-t154,0.36363636363636365,11,7,49,2.8428731762065094,0,187,1,-949875
000003799620000010_f1231201910-k-t224,0.4152046783625731,19,9,100,1.8543191800878478,1266,583,1,-9372100
000002134416000050_a2015123110-k-t302,0.26666666666666666,6,5,22,4.956947162426615,0,377,1,-1912415
000007085816000166_bac-331201610xq-t327,0.018518518518518517,27,2,53,1.273400317292438,1204,258,1,-7043400
000003408819000010_xom10k2018-t82,0.0,5,4,20,5.299163179916318,0,394,0,-1996004
000003799620000010_f1231201910-k-t289,0.2857142857142857,3,7,15,8.015822784810126,0,475,1,-2406350
000007085816000166_bac-331201610xq-t639,0.43333333333333335,6,5,17,4.956947162426615,0,377,1,-1912415
000007085816000166_bac-331201610xq-t250,0.45751633986928103,17,9,83,1.9758190327613105,1266,625,1,-9584872
000002134416000050_a2015123110-k-t319,0.13,25,4,87,1.4416619237336368,1266,388,1,-8381697
000002134416000050_a2015123110-k-t162,0.2,5,3,12,5.692134831460674,0,410,1,-2079593
000009341016000049_cvx-123115x10kdoc-t108,0.3142857142857143,7,5,24,4.382352941176471,0,344,1,-1742704
000002134416000050_a2015123110-k-t257,0.26666666666666666,3,5,11,8.015822784810126,0,475,1,-2406350
000003799620000010_f1231201910-k-t147,0.2857142857142857,4,7,20,6.630890052356021,0,442,1,-2239172
000009341016000049_cvx-123115x10kdoc-t110,0.3949579831932773,17,7,72,2.0560064935064934,0,17,1,-86122
000003799615000064_f0930201510-q-t45,0.26666666666666666,6,5,22,4.515151515151516,0,352,1,-1785765
000002134416000050_a2015123110-k-t130,0.32142857142857145,8,7,38,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t437,0.44755244755244755,13,11,79,2.3672897196261684,0,98,1,-496468
000002134416000050_a2015123110-k-t303,0.36507936507936506,9,7,40,3.582743988684583,0,279,1,-1415947
000003799620000010_f1231201910-k-t281,0.0,30,3,90,1.2142857142857142,1266,223,0,-7548340
000007085816000166_bac-331201610xq-t367,0.39869281045751637,17,9,92,2.0560064935064934,0,17,1,-86122
000003408819000010_xom10k2018-t110,0.0,16,2,32,1.994488188976378,1266,631,0,-9615268
000007085816000166_bac-331201610xq-t253,0.3680555555555556,16,9,91,2.164957264957265,0,48,1,-243168
000002134416000050_a2015123110-k-t100,0.08181818181818182,10,11,101,3.272609819121447,0,246,1,-1246236
000003799620000010_f1231201910-k-t406,0.375,8,13,65,3.9271317829457364,0,310,1,-1572993
000002134416000050_a2015123110-k-t307,0.38571428571428573,20,7,86,1.768854748603352,1266,550,1,-9204922
000003799620000010_f1231201910-k-t10,0.0,5,3,15,5.692134831460674,0,410,0,-2079593
000003799620000010_f1231201910-k-t304,0.28,30,10,216,1.2142857142857142,1266,223,1,-7548340
000002134416000050_a2015123110-k-t174,0.24,5,5,19,5.692134831460674,0,410,1,-2079593
000003799620000010_f1231201910-k-t132,0.3673469387755102,7,7,31,4.382352941176471,0,344,1,-1742704
000002134416000050_a2015123110-k-t343,0.39097744360902253,14,19,162,2.444980694980695,0,115,1,-582590
000007085816000166_bac-331201610xq-t477,0.32575757575757575,12,11,89,2.1892826274848747,0,54,1,-276097
000007085816000166_bac-331201610xq-t641,0.4823529411764706,10,17,88,3.272609819121447,0,246,1,-1246236
000003799615000064_f0930201510-q-t130,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000009341016000049_cvx-123115x10kdoc-t140,0.41025641025641024,39,19,437,0.9458551157580284,1411,0,1,-7559994
000007085816000166_bac-331201610xq-t526,0.325,8,5,27,3.9271317829457364,0,310,1,-1572993
000009341016000049_cvx-123115x10kdoc-t106,0.07142857142857142,8,7,52,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t226,0.5054945054945055,7,13,45,4.382352941176471,0,344,1,-1742704
000002134416000050_a2015123110-k-t389,0.23809523809523808,14,12,128,2.444980694980695,0,115,1,-582590
000002134416000050_a2015123110-k-t127,0.3333333333333333,9,7,42,3.582743988684583,0,279,1,-1415947
000003799620000010_f1231201910-k-t293,0.3939393939393939,11,9,60,3.0118906064209274,0,212,1,-1076525
000002134416000050_a2015123110-k-t108,0.3333333333333333,9,7,42,3.582743988684583,0,279,1,-1415947
000003408808000057_r10q050608-t7,0.05625,32,5,151,0.5572072072072072,1601,0,1,-7110660
000003799615000064_f0930201510-q-t73,0.44919786096256686,11,17,103,2.5560040363269425,0,137,1,-696575
000002134416000050_a2015123110-k-t345,0.34539473684210525,19,16,199,1.197069943289225,1266,208,1,-7472350
000003408819000010_xom10k2018-t6,0.0,3,4,12,7.629518072289157,0,467,0,-2365822
000002134416000050_a2015123110-k-t386,0.32142857142857145,8,7,38,3.9271317829457364,0,310,1,-1572993
000006480316000074_cvs-20151231x10k-t39,0.0,7,2,14,4.382352941176471,0,344,0,-1742704
000003799615000064_f0930201510-q-t129,0.4025974025974026,14,11,92,2.444980694980695,0,115,1,-582590
000007085816000166_bac-331201610xq-t169,0.4,12,5,36,2.6468129571577848,0,154,1,-782697
000003799620000010_f1231201910-k-t174,0.17857142857142858,7,8,46,4.0334394904458595,0,319,1,-1616054
000003799620000010_f1231201910-k-t8,0.0,44,3,132,0.8423678084469571,1740,0,0,-10467367
000002134416000050_a2015123110-k-t131,0.2857142857142857,3,7,15,8.015822784810126,0,475,1,-2406350
000007085816000166_bac-331201610xq-t100,0.28888888888888886,30,9,192,1.1858614232209739,1266,198,1,-7421690
000007085816000166_bac-331201610xq-t282,0.38571428571428573,42,5,129,0.8813500347947112,1607,0,1,-9239910
000009341016000049_cvx-123115x10kdoc-t109,0.34285714285714286,10,7,46,3.272609819121447,0,246,1,-1246236
000002134416000050_a2015123110-k-t273,0.2,4,5,16,6.630890052356021,0,442,1,-2239172
000007085816000166_bac-331201610xq-t426,0.3701923076923077,16,13,131,1.7231292517006802,1266,531,1,-9108668
000002134416000050_a2015123110-k-t324,0.2571428571428571,10,14,104,3.239018087855297,0,239,1,-1200853
000007085816000166_bac-331201610xq-t57,0.38392857142857145,16,7,69,2.164957264957265,0,48,1,-243168
000003799620000010_f1231201910-k-t32,0.0,6,3,18,4.956947162426615,0,377,0,-1912415
000006480319000013_cvs-2018231x10k-t17,0.0,7,4,28,4.382352941176471,0,344,0,-1742704
000003408819000010_xom10k2018-t94,0.1,15,4,54,2.119665271966527,0,35,1,-179843
000007085816000166_bac-331201610xq-t372,0.44,5,5,14,5.692134831460674,0,410,1,-2079593
000003799620000010_f1231201910-k-t277,0.38095238095238093,12,7,52,2.792723263506064,0,179,1,-909347
000003408819000010_xom10k2018-t63,0.21428571428571427,6,7,33,3.832072617246596,0,302,1,-1532465
000002134416000050_a2015123110-k-t106,0.0,9,7,63,3.582743988684583,0,279,0,-1415947
000007085816000166_bac-331201610xq-t189,0.4855769230769231,16,13,107,1.918939393939394,1266,606,1,-9488618
000003799615000064_f0930201510-q-t153,0.22941176470588234,17,10,131,2.0560064935064934,0,17,1,-86122
000003799620000010_f1231201910-k-t319,0.25,8,3,18,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t562,0.4697802197802198,28,13,193,1.2943280531425652,1266,288,1,-7875097
000007085816000166_bac-331201610xq-t270,0.36363636363636365,11,9,63,3.0118906064209274,0,212,1,-1076525
000009341016000049_cvx-123115x10kdoc-t19,0.027777777777777776,18,4,70,1.9499615088529638,1266,617,1,-9541811
000003799620000010_f1231201910-k-t2,0.26666666666666666,5,3,11,5.692134831460674,0,410,1,-2079593
000007085816000166_bac-331201610xq-t162,0.19230769230769232,13,10,105,1.994488188976378,1266,631,1,-9615268
000007085816000166_bac-331201610xq-t661,0.22857142857142856,5,7,27,4.647706422018349,0,360,1,-1826293
000009341016000049_cvx-123115x10kdoc-t119,0.32857142857142857,7,10,47,4.382352941176471,0,344,1,-1742704
000007085816000166_bac-331201610xq-t489,0.40329218106995884,27,9,145,1.2722250125565042,1266,271,1,-7788975
000003799620000010_f1231201910-k-t247,0.0,3,3,9,8.015822784810126,0,475,0,-2406350
000003799620000010_f1231201910-k-t379,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000003408819000010_xom10k2018-t68,0.125,4,4,14,6.223587223587224,0,429,1,-2175847
000007085816000166_bac-331201610xq-t124,0.2857142857142857,7,7,35,4.0334394904458595,0,319,1,-1616054
000003799620000010_f1231201910-k-t404,0.4014336917562724,31,18,334,1.011985617259289,1266,15,1,-6492079
000003799615000064_f0930201510-q-t74,0.4444444444444444,9,17,85,3.346103038309115,0,254,1,-1289297
000002134416000050_a2015123110-k-t51,0.36363636363636365,12,11,84,2.792723263506064,0,179,1,-909347
000007085816000166_bac-331201610xq-t390,0.36666666666666664,6,5,19,4.956947162426615,0,377,1,-1912415
000006480316000074_cvs-20151231x10k-t32,0.05952380952380952,7,12,79,4.373702422145329,0,343,1,-1734208
000009341016000049_cvx-123115x10kdoc-t31,0.0625,32,2,60,1.140990990990991,1266,156,1,-7208918
000007085816000166_bac-331201610xq-t175,0.46153846153846156,13,9,63,2.4833333333333334,0,123,1,-623118
000007085816000166_bac-331201610xq-t486,0.2727272727272727,11,3,24,3.0118906064209274,0,212,1,-1076525
000002134416000050_a2015123110-k-t109,0.0,9,7,63,3.582743988684583,0,279,0,-1415947
000002134416000050_a2015123110-k-t85,0.12727272727272726,10,11,96,3.272609819121447,0,246,1,-1246236
000003799620000010_f1231201910-k-t273,0.0,23,3,66,1.1629935720844813,1266,177,0,-7315304
000007085816000166_bac-331201610xq-t286,0.32919254658385094,23,7,108,1.3137966804979253,1266,302,1,-7948554
000003799620000010_f1231201910-k-t254,0.42424242424242425,21,11,133,1.694314381270903,1266,519,1,-9045343
000006480319000013_cvs-2018231x10k-t114,0.16363636363636364,11,5,46,3.0118906064209274,0,212,1,-1076525
000003408819000010_xom10k2018-t90,0.14285714285714285,12,7,72,2.579429735234216,0,142,1,-719372
000002134416000050_a2015123110-k-t251,0.36444444444444446,25,9,143,1.4416619237336368,1266,388,1,-8381697
000007085816000166_bac-331201610xq-t610,0.42483660130718953,34,9,176,1.04496699669967,1266,54,1,-6692186
000003799620000010_f1231201910-k-t403,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000003408819000010_xom10k2018-t71,0.0,33,2,66,1.0168606985146527,1266,21,0,-6522475
000003408819000010_xom10k2018-t104,0.03571428571428571,14,4,54,2.25355871886121,0,71,1,-359686
000007085816000166_bac-331201610xq-t69,0.3925729442970822,29,13,229,0.9486891385767791,1403,0,1,-7494690
000006480319000013_cvs-2018231x10k-t130,0.0,37,3,111,0.9933202357563851,1281,0,0,-6520290
000002134416000050_a2015123110-k-t198,0.3,8,5,28,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t448,0.43333333333333335,10,9,51,3.0740291262135924,0,221,1,-1119586
000007085816000166_bac-331201610xq-t90,0.29118773946360155,29,9,185,1.223671497584541,1266,231,1,-7588868
000007085816000166_bac-331201610xq-t78,0.38571428571428573,10,7,43,3.272609819121447,0,246,1,-1246236
000009341016000049_cvx-123115x10kdoc-t118,0.15,10,4,34,3.272609819121447,0,246,1,-1246236
